Date,cardano_open,cardano_high,cardano_low,cardano_close,cardano_volume,cardano_MarketCap,polkadot_open,polkadot_high,polkadot_low,polkadot_close,polkadot_volume,polkadot_MarketCap,chainLink_open,chainLink_high,chainLink_low,chainLink_close,chainLink_volume,chainLink_MarketCap,binance_open,binance_high,binance_low,binance_close,binance_volume,binance_MarketCap,ethereum_open,ethereum_high,ethereum_low,ethereum_close,ethereum_volume,ethereum_MarketCap,tether_open,tether_high,tether_low,tether_close,tether_volume,tether_MarketCap,stellar_open,stellar_high,stellar_low,stellar_close,stellar_volume,stellar_MarketCap,xrp_open,xrp_high,xrp_low,xrp_close,xrp_volume,xrp_MarketCap,litecoin_open,litecoin_high,litecoin_low,litecoin_close,litecoin_volume,litecoin_MarketCap,bitcoin_open,bitcoin_high,bitcoin_low,bitcoin_close,bitcoin_volume,bitcoin_MarketCap
18/02/2021,0.89086938,0.95690372,0.89086938,0.91411855,4918032802,28440499325,31.9813541,32.57830012,30.62994653,31.18063869,1992921511,29226703999,32.25243958,33.5337265,31.89607309,32.44149357,1726602703,13203997908,165.0188303,199.4556294,163.2748907,195.9326397,6110987389,30278016489,1848.206282,1949.903392,1848.206282,1937.449256,28255902969,2.22E+11,1.00036182,1.00078845,0.99953075,1.00001932,94966568287,33138979946,0.49683124,0.51546667,0.48629189,0.49750761,1663443587,11170637270,0.53509777,0.55864091,0.52387216,0.5324331,5621706995,24174607717,236.9492551,238.1966068,221.5928946,226.8695484,7889078633,15090475729,52140.97272,52474.10725,51015.76455,51679.79669,52054723579,9.63E+11
17/02/2021,0.87090972,0.89595406,0.82649115,0.89091968,5841828077,27718724943,30.16430944,32.34794671,29.73283891,31.98665846,4292546900,29077428853,31.97589757,32.58783239,30.04685771,32.25679765,3072709794,13128824904,130.0801332,175.1161473,127.0921175,164.6700998,5236224271,25446929134,1781.350092,1853.667543,1736.705823,1848.458273,35955412703,2.12E+11,1.00034103,1.00127235,0.99980307,1.00037046,1.39E+11,32428113699,0.48652687,0.50795469,0.45922494,0.49700193,1859433188,11149343207,0.52079846,0.55436056,0.49711614,0.53553723,9332962077,24315547799,210.5690248,236.9735231,204.2429292,236.9735231,13792789978,15760825693,49207.27643,52533.91431,49072.37714,52149.00754,80820545404,9.72E+11
16/02/2021,0.86070302,0.9042056,0.8409226,0.87095092,6948621246,27097447122,27.76352835,30.97385946,26.9609095,30.15991114,5274752208,27409464568,32.52856384,33.2293967,30.96687859,31.97348107,3794728331,13013512347,129.7397938,133.2806145,126.7966373,130.0566605,1925775294,20098017962,1778.945606,1824.518638,1729.641926,1781.067477,34269369268,2.04E+11,1.00026304,1.00059632,0.99941074,1.00040306,1.41E+11,32253692839,0.49344519,0.51388913,0.47262491,0.48661002,2101777439,10913786309,0.54859501,0.57731516,0.49003827,0.52084597,10310430732,23648505355,207.6104366,221.0515885,201.2959874,210.5465771,12666436004,14001682545,47944.45801,50341.10325,47201.30375,49199.87134,77049582886,9.17E+11
15/02/2021,0.84782517,0.90815786,0.71711498,0.86101193,8979888270,26788220383,27.06463405,29.44811054,23.61261123,27.78089328,5407907535,25240366453,33.26794293,34.81749673,28.30946762,32.57589946,4824452129,13258702391,136.276784,139.2197578,119.7349867,129.5678802,2414986848,20022485368,1804.67678,1833.830572,1683.906655,1779.790978,38955610883,2.04E+11,1.00078671,1.00099283,0.9996939,1.0002501,1.63E+11,32097723612,0.51641575,0.53708857,0.43680493,0.49376194,3202896143,11058832288,0.59345348,0.600052,0.52156424,0.54891537,10563510365,24922969086,214.32499,219.6385053,192.1212396,207.6810195,13482646966,13809636077,48696.53666,48875.57161,46347.47709,47945.05683,77069903166,8.93E+11
14/02/2021,0.90632982,0.91459568,0.81520099,0.84841862,7159401195,26396411405,28.01349437,29.37290487,26.54398832,27.09573509,3550653217,24608750493,34.12268694,35.58050291,32.46458706,33.29032208,4767351611,13549479222,133.4737771,138.7567659,128.7317134,136.4265168,2312597445,21082369583,1814.372313,1848.154059,1789.914207,1805.084047,31439114900,2.07E+11,1.00080263,1.00122839,1.00011846,1.00074601,1.38E+11,32031576070,0.56092131,0.57409382,0.49873002,0.5176439,3078578193,11593719035,0.62844966,0.63238589,0.56715511,0.5941931,10460949240,26978760718,226.2858705,229.2051519,210.1016764,214.430273,12902511399,14256947121,47114.50959,49487.64087,47114.50959,48717.29021,71248675228,9.08E+11
13/02/2021,0.92542063,0.94994994,0.83300295,0.90571935,7532474270,28179179477,28.68711701,30.14641266,27.47308229,28.01672488,4947621076,26570627681,30.64744164,34.5368584,29.29359857,34.10197805,5124433887,13879830959,136.9279871,138.4705308,125.7286022,133.4526826,2116751635,20622814703,1843.98676,1871.603547,1770.612086,1814.109853,35359490535,2.08E+11,1.00170247,1.00206537,0.99994033,1.00082786,1.53E+11,31614848889,0.52685391,0.6008249,0.5151708,0.5599478,5519338626,12541203762,0.60810519,0.6370347,0.54991784,0.62899615,14161115005,28558959198,197.2343255,228.3844529,192.9196398,226.2276012,16565513036,15039659993,47491.20256,48047.74459,46392.28233,47105.51747,70250456155,8.77E+11
12/02/2021,0.92709485,0.94505604,0.87112296,0.92558739,8035829513,28797323576,25.17412377,29.66852868,24.54988143,28.6912576,4562466560,26041864560,27.85792993,31.38100239,26.8282819,30.64073881,4140041014,12471073511,124.1594309,140.2431715,121.7270687,136.9483919,2981627650,21163016404,1783.489171,1861.356914,1744.168998,1843.532588,37905036865,2.11E+11,1.00046702,1.00184313,1.00015049,1.00169203,1.47E+11,31194081728,0.45289959,0.53094915,0.44078209,0.52784279,3705074297,11822145264,0.52462749,0.61262968,0.51826489,0.60859231,13950086407,27632542730,184.3871481,199.4168657,178.1233552,197.2317101,10839370443,13110544888,47877.03437,48745.7338,46424.97782,47504.85118,76555041196,8.85E+11
11/02/2021,0.93082255,0.97332513,0.8719499,0.92774131,10627183208,28864337307,23.59052511,25.57770797,23.33355038,25.23029476,4060334812,22891907598,26.85723129,28.44579986,26.31255415,27.87423942,3098066261,11303270464,129.3052388,131.5356974,119.0962593,124.4342571,2809765027,19229172295,1743.714187,1806.53903,1708.67926,1783.79795,36021495262,2.04E+11,1.0007012,1.0013157,1.00024045,1.00036728,1.45E+11,30738990767,0.41179065,0.46421255,0.41179065,0.45291178,3244799993,10130547529,0.50305255,0.52761726,0.50113619,0.52478651,8979459920,23827421835,182.0627372,192.5048758,176.5545356,184.4959996,9278994121,12262582772,44898.71161,48463.46713,44187.76235,47909.33119,81388911810,8.92E+11
10/02/2021,0.70354823,0.94389346,0.70354823,0.93031849,12667653585,28944519827,23.11301609,24.78626906,22.13630506,23.58505148,4203061885,21431620371,27.59209426,28.60245321,25.69035443,26.85959591,4118325809,10891822824,107.7085569,148.0747715,107.7085569,129.7371508,7000323240,20048643233,1768.039748,1826.696723,1686.542418,1744.243432,41916084617,2.00E+11,1.00126755,1.00170327,1.00032326,1.00072171,1.67E+11,30322433016,0.39662282,0.43856021,0.38383514,0.41241884,3501396594,9222071530,0.47191863,0.53410474,0.46599033,0.5034453,13793347172,22858444785,181.9874533,194.1829889,172.255448,182.1743915,12820808289,12107028489,46469.7612,47145.5682,43881.1526,44918.18449,87301089896,8.37E+11
09/02/2021,0.68214486,0.70903965,0.66939925,0.70351614,5885048712,21888135138,23.03005688,24.05441205,22.36963602,23.12996524,3446396914,21013455490,25.45698737,27.89636271,25.00436594,27.594215,3700778076,11189717886,79.80701892,115.1318439,78.44632612,107.8992791,4425849540,16673976092,1746.926132,1815.96357,1711.620556,1768.035017,44180727529,2.03E+11,1.00108218,1.00288222,1.00043846,1.00123164,1.56E+11,29791218141,0.39526267,0.40081611,0.38360073,0.39673711,1818075317,8871810121,0.44765934,0.48519079,0.44757041,0.47199055,9634769935,21430272599,167.2139919,183.6444838,164.6878182,182.1144683,10156352233,12101771285,46184.99147,48003.72396,45166.96004,46481.10424,91809846886,8.66E+11
08/02/2021,0.66238029,0.71941111,0.63428313,0.68251076,9056514741,21234605388,19.78141947,23.6081695,19.23323489,23.03189853,4736654531,20918997056,24.781538,25.94103342,24.06254499,25.45610344,3063771708,10322693215,68.52555921,79.83154155,67.85923475,79.83154155,2133574291,12336590447,1613.642268,1770.59078,1571.5799,1746.616849,48012285956,2.00E+11,1.00124059,1.00314326,1.00029068,1.00104401,1.57E+11,28801870407,0.38333844,0.39886927,0.37293074,0.39560616,2542466582,8840584790,0.4177655,0.45991625,0.412719,0.447702,8180714581,20327474410,151.1075191,168.2659384,148.1227251,167.2190576,8863883926,11110735149,38886.82729,46203.93144,38076.32281,46196.46372,1.01E+11,8.60E+11
07/02/2021,0.62883184,0.70253932,0.58694865,0.66323787,11252055620,20634977899,20.39062077,20.77747875,18.62379262,19.793615,3038407999,17972785450,25.04922026,25.27623829,23.08579307,24.79012233,2772921169,10052631510,72.86821713,74.61254552,64.49789838,68.59052075,1493688265,10599484196,1677.605665,1690.036652,1501.750275,1614.227823,39889440151,1.85E+11,1.00112442,1.00148161,1.00030795,1.0012114,1.30E+11,28640986239,0.37604629,0.41651677,0.36536488,0.38347284,5026694578,8561005917,0.43912813,0.44551885,0.39876723,0.41795756,7495069765,18976956807,155.669534,157.128643,145.662535,151.1400792,6884924123,10041267658,39250.19051,39621.83549,37446.15388,38903.44148,65500641143,7.24E+11
06/02/2021,0.53775758,0.65762806,0.52297408,0.62788551,8109402422,19535078373,20.89211182,21.29830738,19.8142053,20.39547912,2622835076,18510385438,26.348999,26.72246373,24.46838667,25.04933001,3146238667,10157742701,67.85464013,75.40188209,62.2081248,72.73360043,2114553792,11239725838,1717.797546,1738.314438,1649.068729,1677.846847,39873420648,1.92E+11,1.0001269,1.00216331,1.00006817,1.00112928,1.21E+11,28259209039,0.34928578,0.39180236,0.33632635,0.37629988,2538410914,8400870221,0.45015712,0.4522818,0.42671043,0.43909568,7625571666,19936712822,154.8540792,163.4309398,150.5127742,155.7147424,8323878876,10344025914,38138.38834,40846.5469,38138.38834,39266.01073,71326033653,7.31E+11
05/02/2021,0.44114188,0.55672422,0.43955569,0.53787367,6808411307,16734586379,19.68862863,21.28348923,19.53170913,20.90267541,3387079061,18965454796,24.50350048,26.89929302,24.50350048,26.36332586,3936072394,10690580577,56.0108048,68.46396074,56.0108048,67.84556675,1431595319,10484364380,1594.79333,1756.511032,1594.79333,1718.650872,40108628454,1.97E+11,1.00078791,1.00157361,0.99996216,1.00013137,1.16E+11,27792866868,0.32513859,0.35734847,0.32506299,0.34960665,2146857567,7804945512,0.44532514,0.46470514,0.42510223,0.45004704,10229060640,20433948824,145.1506405,156.5353034,144.3181818,154.8522157,7359451680,10285648748,36931.54565,38225.90595,36658.76354,38144.30686,58598066402,7.10E+11
04/02/2021,0.44135669,0.44701361,0.41015837,0.44105138,3553059568,13722204142,20.72829497,21.55594943,19.04331279,19.7021819,4858842246,17871050304,25.07576457,25.9720177,22.98858294,24.49896345,3344787680,9897815357,52.24221033,57.07090989,51.60264311,55.92512552,940905214,8642265397,1661.170212,1689.186683,1561.853493,1594.762694,44396871836,1.83E+11,1.00098906,1.00153197,1.00050886,1.00080374,1.30E+11,27447659384,0.342194,0.34524891,0.31389658,0.32522932,1554404275,7251779648,0.3934106,0.47230557,0.37918058,0.4464491,13193400182,20270587945,155.6564775,158.0887789,142.4140876,145.148187,7811659280,9640051952,37475.10403,38592.17638,36317.49881,36926.06447,68838074392,6.88E+11
03/02/2021,0.4259585,0.44735489,0.41504623,0.44139965,3648896567,13733039801,17.24720261,20.73365167,16.84036612,20.73365167,4685307862,18799060619,23.70680722,25.44069003,23.57048177,25.0730351,3147392512,10129745790,51.0501037,52.67743405,49.95558469,52.24263599,714000887.6,8073200035,1514.769623,1660.909542,1510.010274,1660.909542,41874566399,1.90E+11,1.0013888,1.00232627,1.00078638,1.00101337,1.06E+11,27049305333,0.33689876,0.34498956,0.32876682,0.34215116,1486186863,7626334312,0.36936404,0.40806164,0.36936404,0.39348981,8672301822,17866022515,142.4767278,155.8923048,142.1677517,155.6120329,8586975076,10334816210,35510.82121,37480.18789,35443.98273,37472.0901,61166818159,6.98E+11
02/02/2021,0.40295204,0.45259467,0.38878694,0.42624709,6504904709,13261606049,16.38133508,17.60391837,16.03933267,17.26325602,2658383686,15648346887,22.8395092,24.11485285,22.79480379,23.71361319,2604058586,9580526346,51.55188381,52.91186646,49.38707351,51.05640444,1006694242,7889888370,1369.505095,1542.990946,1362.771234,1515.19377,45437142801,1.74E+11,1.00064521,1.00178466,1.00036746,1.00142744,1.12E+11,26789427696,0.32184348,0.34609679,0.31704253,0.33662008,2229603871,7498842217,0.37052046,0.40426357,0.34426852,0.36927,12756138062,16766345436,131.9529148,145.5329105,131.9529148,142.506975,7552216052,9463573244,33533.20067,35896.88214,33489.21867,35510.28904,63088585433,6.61E+11
