,Date,Crypto,Volume,Market Cap,OpenClose,HighLow
7833,2018-01-06,4,0.02449148363990095,0.20785312738942763,-4.466444552333698,6.644529383395948
7834,2018-01-05,4,0.029549702705861075,0.19147275127946795,-2.202017735261137,12.450265435035021
7835,2018-01-04,4,0.03443324770273819,0.1941124883461802,-1.9582580910990686,10.46352632559892
7836,2018-01-03,4,0.020374135680150268,0.20880135971908603,-7.969084784549793,12.20794505415499
7837,2018-01-02,4,0.03659935966508899,0.1912782546256864,-12.6743994263919,18.4482093851353
7838,2018-01-01,4,0.019218954859931716,0.16058985617249694,-2.1852286327064974,5.461695547435497
7839,2017-12-31,4,0.019970117348640962,0.15301138719599877,-5.883316544758955,7.073321878983265
7840,2017-12-30,4,0.018040698262735206,0.13496945547112854,5.096915391252168,10.008884969704269
7841,2017-12-29,4,0.013183386365944919,0.14818500820711006,-1.752009479988061,5.552164285839183
7842,2017-12-28,4,0.016535834879542008,0.14189667238909767,3.417125002639665,8.860968182441752
7843,2017-12-27,4,0.01735720573536912,0.14483011586739383,1.5898431183567965,6.88503102000891
7844,2017-12-26,4,0.017398064406323722,0.15450490503201716,-1.3524833992965597,3.3977909482023847
7845,2017-12-25,4,0.024071767994335826,0.1485579138675743,-8.743930228228521,11.969465216851361
7846,2017-12-24,4,0.0242449086002841,0.13303171747149983,3.9791184692129775,17.3756973034523
7847,2017-12-23,4,0.026475514544648308,0.13922034325590224,-5.292150630423762,12.381956866447027
7848,2017-12-22,4,0.04413041994940653,0.13737986069672645,21.89832309327764,52.21419425778237
7849,2017-12-21,4,0.027417827314069013,0.1641030918204381,-0.1007188661325813,11.0830352178574
7850,2017-12-20,4,0.04140827724699643,0.16655743071412196,1.0291950650917414,11.780093764355499
7851,2017-12-19,4,0.03964537847381466,0.17072384274191194,-3.98174665533989,12.30062726921794
7852,2017-12-18,4,0.03879194959315016,0.15869587861196038,-9.17554670453407,16.641294057106393
7853,2017-12-17,4,0.023921210828687794,0.14069221431695125,-3.297055714318404,5.685996682606103
7854,2017-12-16,4,0.02755304966428535,0.13572770230089978,-1.4387874902864013,5.522880674714116
7855,2017-12-15,4,0.02984178154823771,0.13281313760717853,1.7427150856839972,12.248563038360018
7856,2017-12-14,4,0.025217554400484867,0.12326062638122005,0.6866779839633352,13.253144968692581
7857,2017-12-13,4,0.018655206350244927,0.1180873584783946,-8.233314964606535,25.12471001055509
7858,2017-12-12,4,0.03364837047824861,0.10779525992245041,-19.824818519474192,30.292532468337726
7859,2017-12-11,4,0.013081807138015454,0.08309097533798397,-14.516164004024645,17.73269875512213
7860,2017-12-10,4,0.010359048725323346,0.07260701782587757,7.033397230431788,10.0753393682037
7861,2017-12-09,4,0.012980233113286223,0.08049322564947481,-3.4124501134784992,10.497248987960134
7862,2017-12-08,4,0.014430104835646737,0.07495800959699728,-4.614158229843852,10.345270077821581
7863,2017-12-07,4,0.01124632386947059,0.07498950156127489,-1.8505648282529137,6.511890787677245
7864,2017-12-06,4,0.012566307968296202,0.07155212145627567,7.936757492823261,10.113518769570959
7865,2017-12-05,4,0.007735723217578939,0.07480554966228106,1.5137681881156198,3.4737600241868023
7866,2017-12-04,4,0.006281883333361769,0.07194364103661119,-0.8826008127783354,4.7351483708770985
7867,2017-12-03,4,0.0045630975164824865,0.07103958736388132,-0.4610918612825401,6.85224505321591
7868,2017-12-02,4,0.00539103331917268,0.06830206410774958,0.7340630833178068,4.289033004477645
7869,2017-12-01,4,0.007242130011482359,0.06818348857247677,-4.572168144565424,10.342226194534092
7870,2017-11-30,4,0.011552245303225373,0.06261189833384832,-3.5559201563412017,16.013736305735108
7871,2017-11-29,4,0.019145658265427475,0.05958555887962893,10.703048609779614,22.87523475763436
7872,2017-11-28,4,0.010022354482558274,0.06527682495369828,1.61048106895349,3.4594468596760777
7873,2017-11-27,4,0.007079682500316617,0.06124485935930205,-1.8369757627456664,5.319276861996713
7874,2017-11-26,4,0.004373458213429778,0.057066565439198816,-1.1363562050824356,4.675979720540809
7875,2017-11-25,4,0.004814782201959488,0.05689757045562302,2.0159720587800365,5.235618590018333
7876,2017-11-24,4,0.009617999449625594,0.05469099639971728,-13.14141012746272,19.419849435964508
7877,2017-11-23,4,0.006647528557294944,0.04337321969461448,-7.003747455696555,13.151174668028602
7878,2017-11-22,4,0.0026574004077912533,0.038082384074014514,-5.343462245669812,5.906757536904635
7879,2017-11-21,4,0.0031402979076453705,0.03508651622063753,1.9539324720016396,6.209707202918892
